"scaffold" "start" "end" "sites" "zero_four_ratio_Med" "zero_four_ratio_Afr"
"1112" "chr08" 11000001 11100000 7321 0.0225385527876631 0.0264741275571601
"1123" "chr08" 11100001 11200000 8406 0.0550239234449761 0.0597758405977584
"1132" "chr08" 11200001 11300000 8228 0.0671232876712329 0.0651595744680851
"1143" "chr08" 11300001 11400000 5004 0.0299003322259136 0.0309498399146211
"1183" "chr08" 11700001 11800000 5460 0.0426894343649947 0.0452631578947368
"1221" "chr08" 12100001 12200000 4908 0.0675105485232067 0.06640625
"1231" "chr08" 12200001 12300000 4716 0.0995024875621891 0.107876712328767
"1282" "chr08" 12700001 12800000 5676 0.183574879227053 0.145299145299145
"1291" "chr08" 12800001 12900000 5081 0.23696682464455 0.173160173160173
"514" "chr09" 400001 500000 4163 0.382198952879581 0.407608695652174
"910" "chr09" 800001 900000 6688 0.195250659630607 0.179245283018868
"134" "chr09" 1200001 1300000 6093 0.157635467980296 0.156739811912226
"142" "chr09" 1300001 1400000 7520 0.232 0.226337448559671
"151" "chr09" 1400001 1500000 4396 0.101973684210526 0.0885245901639344
"162" "chr09" 1500001 1600000 5065 0.0516666666666667 0.0416047548291233
"173" "chr09" 1600001 1700000 6290 0.369346733668342 0.390428211586902
"182" "chr09" 1700001 1800000 4101 0.0874704491725768 0.101809954751131
"193" "chr09" 1800001 1900000 5501 0.0728346456692913 0.0638297872340425
"203" "chr09" 1900001 2000000 11231 0.0584878744650499 0.0592193808882907
"255" "chr09" 2400001 2500000 4545 0.0830188679245283 0.0730837789661319
"262" "chr09" 2500001 2600000 5812 0.0494186046511628 0.050131926121372
"323" "chr09" 3100001 3200000 7127 0.118932038834951 0.110619469026549
"333" "chr09" 3200001 3300000 4997 0.253333333333333 0.226337448559671
"344" "chr09" 3300001 3400000 14096 0.0633245382585752 0.0693333333333333
"374" "chr09" 3600001 3700000 7643 0.0970394736842105 0.0928
"385" "chr09" 3700001 3800000 8479 0.0717948717948718 0.0752136752136752
"393" "chr09" 3800001 3900000 11929 0.135537190082645 0.127483443708609
"403" "chr09" 3900001 4000000 8384 0.0608974358974359 0.0636645962732919
"432" "chr09" 4200001 4300000 7776 0.0939226519337017 0.0898100172711572
"453" "chr09" 4400001 4500000 5944 0.284974093264249 0.239263803680982
"462" "chr09" 4500001 4600000 5745 0.0579710144927536 0.0612244897959184
"49" "chr09" 4800001 4900000 9901 0.0501355013550136 0.0472972972972973
"502" "chr09" 4900001 5000000 4002 0.0492957746478873 0.0365058670143416
"515" "chr09" 5000001 5100000 10999 0.0638297872340425 0.063943161634103
"523" "chr09" 5100001 5200000 5363 0.0515463917525773 0.0559006211180124
"562" "chr09" 5500001 5600000 10941 0.0490196078431373 0.044921875
"571" "chr09" 5600001 5700000 7674 0.107843137254902 0.102756892230576
"582" "chr09" 5700001 5800000 6352 0.104519774011299 0.0987341772151899
"595" "chr09" 5800001 5900000 6001 0.0684596577017115 0.0556792873051225
"604" "chr09" 5900001 6000000 12932 0.128205128205128 0.121951219512195
"613" "chr09" 6000001 6100000 15362 0.0441988950276243 0.0455764075067024
"625" "chr09" 6100001 6200000 35002 0.134751773049645 0.129568106312292
"633" "chr09" 6200001 6300000 12421 0.0450819672131148 0.0428849902534113
"644" "chr09" 6300001 6400000 11215 0.0284552845528455 0.0297029702970297
"655" "chr09" 6400001 6500000 12687 0.0462809917355372 0.0476190476190476
"664" "chr09" 6500001 6600000 13951 0.0796116504854369 0.0783582089552239
"675" "chr09" 6600001 6700000 6740 0.0601769911504425 0.0567010309278351
"685" "chr09" 6700001 6800000 8555 0.10655737704918 0.0950570342205323
"693" "chr09" 6800001 6900000 9321 0.0486409155937053 0.046639231824417
"714" "chr09" 7000001 7100000 6833 0.0586510263929619 0.0489130434782609
"724" "chr09" 7100001 7200000 5907 0.0899581589958159 0.0823754789272031
"734" "chr09" 7200001 7300000 6074 0.048 0.0486381322957198
"745" "chr09" 7300001 7400000 4267 0.0398550724637681 0.040650406504065
"753" "chr09" 7400001 7500000 9278 0.0987012987012987 0.0890052356020942
"803" "chr09" 7900001 8000000 6393 0.047244094488189 0.0455974842767296
"853" "chr09" 8400001 8500000 7220 0.0193236714975845 0.0262751159196291
"863" "chr09" 8500001 8600000 5498 0.0154373927958834 0.0132669983416252
"884" "chr09" 8700001 8800000 7988 0.0549738219895288 0.0565217391304348
"904" "chr09" 8900001 9000000 10346 0.0437601296596434 0.0460624071322437
"914" "chr09" 9000001 9100000 6899 0.0621468926553672 0.0567010309278351
"933" "chr09" 9200001 9300000 9126 0.0504731861198738 0.054989816700611
"942" "chr09" 9300001 9400000 6058 0.027603513174404 0.0255754475703325
"951" "chr09" 9400001 9500000 7150 0.0404191616766467 0.0437956204379562
"984" "chr09" 9700001 9800000 4873 0.0666666666666667 0.0723938223938224
"994" "chr09" 9800001 9900000 27910 0.0392156862745098 0.0460122699386503
"1004" "chr09" 9900001 10000000 14441 0.0538243626062323 0.0524899057873486
"1014" "chr09" 10000001 10100000 10460 0.0631136044880785 0.0590604026845638
"1024" "chr09" 10100001 10200000 7117 0.062953995157385 0.0673635307781649
"1035" "chr09" 10200001 10300000 6058 0.0600801068090788 0.0554089709762533
"1053" "chr09" 10400001 10500000 6046 0.0934150076569678 0.0965309200603318
"1063" "chr09" 10500001 10600000 13368 0.0928433268858801 0.0878504672897196
"1073" "chr09" 10600001 10700000 7511 0.123689727463312 0.133333333333333
"1083" "chr09" 10700001 10800000 11737 0.139751552795031 0.134375
"1092" "chr09" 10800001 10900000 6233 0.216748768472906 0.205928237129485
"1104" "chr09" 10900001 11000000 8780 0.329268292682927 0.308641975308642
"135" "chr10" 1200001 1300000 7449 0.0384047267355982 0.0347222222222222
"143" "chr10" 1300001 1400000 6498 0.0301507537688442 0.0348953140578265
"152" "chr10" 1400001 1500000 7921 0.163355408388521 0.166666666666667
"163" "chr10" 1500001 1600000 6121 0.028493894165536 0.0313725490196078
"273" "chr10" 2600001 2700000 5183 0.0337078651685393 0.0457227138643068
"334" "chr10" 3200001 3300000 9532 0.0172117039586919 0.0186625194401244
"345" "chr10" 3300001 3400000 10809 0.0774058577405858 0.0732673267326733
"355" "chr10" 3400001 3500000 12088 0.172248803827751 0.161016949152542
"375" "chr10" 3600001 3700000 10866 0.0571791613722999 0.0531286894923259
"404" "chr10" 3900001 4000000 9550 0.0360169491525424 0.0412371134020619
"454" "chr10" 4400001 4500000 4360 0.0466045272969374 0.0482233502538071
"463" "chr10" 4500001 4600000 8353 0.0568181818181818 0.0575757575757576
"503" "chr10" 4900001 5000000 7241 0.0268199233716475 0.0251798561151079
"516" "chr10" 5000001 5100000 10822 0.0323943661971831 0.0320855614973262
"533" "chr10" 5200001 5300000 4638 0.0848214285714286 0.0748987854251012
"572" "chr10" 5600001 5700000 5204 0.0709969788519638 0.0655509065550907
"583" "chr10" 5700001 5800000 7360 0.0487528344671202 0.0429988974641676
"596" "chr10" 5800001 5900000 4275 0.0602409638554217 0.0550070521861777
"614" "chr10" 6000001 6100000 6264 0.105982905982906 0.0887372013651877
"626" "chr10" 6100001 6200000 7502 0.0453752181500873 0.0472972972972973
"634" "chr10" 6200001 6300000 8678 0.0868217054263566 0.0745614035087719
"645" "chr10" 6300001 6400000 3876 0.0353982300884956 0.0361794500723589
"656" "chr10" 6400001 6500000 6454 0.0296010296010296 0.0363408521303258
"665" "chr10" 6500001 6600000 6602 0.0967423494570582 0.099712368168744
"676" "chr10" 6600001 6700000 5975 0.0253378378378378 0.0250783699059561
"686" "chr10" 6700001 6800000 14914 0.0711297071129707 0.0706967213114754
"694" "chr10" 6800001 6900000 5199 0.0187134502923977 0.0188888888888889
"702" "chr10" 6900001 7000000 12745 0.0405186385737439 0.0398089171974522
"715" "chr10" 7000001 7100000 10185 0.0194552529182879 0.0226415094339623
"754" "chr10" 7400001 7500000 5101 0.0956072351421189 0.0930232558139535
"762" "chr10" 7500001 7600000 5228 0.03515625 0.0385572139303483
"804" "chr10" 7900001 8000000 9675 0.0333333333333333 0.0359937402190923
"823" "chr10" 8100001 8200000 5198 0.120300751879699 0.124183006535948
"844" "chr10" 8300001 8400000 4731 0.0910746812386157 0.0880913539967374
"854" "chr10" 8400001 8500000 6292 0.0517241379310345 0.0512820512820513
"885" "chr10" 8700001 8800000 5847 0.0746887966804979 0.0806241872561769
"922" "chr10" 9100001 9200000 11806 0.132009345794393 0.130144605116796
"934" "chr10" 9200001 9300000 6575 0.0310880829015544 0.0297219558964525
"952" "chr10" 9400001 9500000 8514 0.238636363636364 0.225296442687747
"985" "chr10" 9700001 9800000 6650 0.125 0.137992831541219
"144" "chr11" 1300001 1400000 5632 0.263157894736842 0.266553480475382
"164" "chr11" 1500001 1600000 4613 0.0564263322884013 0.0647249190938511
"174" "chr11" 1600001 1700000 6643 0.0631443298969072 0.0607533414337789
"183" "chr11" 1700001 1800000 7884 0.129213483146067 0.138643067846608
"194" "chr11" 1800001 1900000 6137 0.0650636492220651 0.0555555555555556
"204" "chr11" 1900001 2000000 7166 0.0918367346938776 0.0990853658536585
"263" "chr11" 2500001 2600000 4890 0.068870523415978 0.0572916666666667
"274" "chr11" 2600001 2700000 6211 0.033033033033033 0.0387275242047026
"283" "chr11" 2700001 2800000 6125 0.0853658536585366 0.0923076923076923
"313" "chr11" 3000001 3100000 7208 0.0432569974554707 0.0423216444981862
"324" "chr11" 3100001 3200000 4973 0.0634674922600619 0.0649762282091918
"335" "chr11" 3200001 3300000 12343 0.119901112484549 0.12200956937799
"376" "chr11" 3600001 3700000 7792 0.122171945701357 0.129850746268657
"386" "chr11" 3700001 3800000 9468 0.0694444444444444 0.0715532286212915
"48" "chr11" 4700001 4800000 8577 0.0679886685552408 0.0668449197860963
"491" "chr11" 4800001 4900000 10189 0.0395480225988701 0.0476190476190476
"504" "chr11" 4900001 5000000 8836 0.115473441108545 0.125531914893617
"517" "chr11" 5000001 5100000 11700 0.10337972166998 0.10188679245283
"524" "chr11" 5100001 5200000 6798 0.029126213592233 0.0313432835820895
"555" "chr11" 5400001 5500000 8631 0.125714285714286 0.108695652173913
"646" "chr11" 6300001 6400000 6130 0.054726368159204 0.0567685589519651
"657" "chr11" 6400001 6500000 11564 0.0334788937409025 0.0306122448979592
"666" "chr11" 6500001 6600000 11184 0.274611398963731 0.27039627039627
"677" "chr11" 6600001 6700000 5880 0.150684931506849 0.144144144144144
"687" "chr11" 6700001 6800000 4709 0.337078651685393 0.243478260869565
"695" "chr11" 6800001 6900000 10019 0.0726256983240224 0.0716253443526171
"703" "chr11" 6900001 7000000 4810 0.111111111111111 0.0842490842490842
"716" "chr11" 7000001 7100000 6606 0.0214797136038186 0.0251141552511416
"735" "chr11" 7200001 7300000 6500 0.176470588235294 0.198501872659176
"746" "chr11" 7300001 7400000 15605 0.0606741573033708 0.0639658848614073
"755" "chr11" 7400001 7500000 6953 0.0404949381327334 0.0402611534276387
"763" "chr11" 7500001 7600000 7912 0.037410071942446 0.0416666666666667
"793" "chr11" 7800001 7900000 4215 0.0628930817610063 0.0625
"834" "chr11" 8200001 8300000 8026 0.0613496932515337 0.0570776255707763
"855" "chr11" 8400001 8500000 5848 0.0811170212765957 0.0890957446808511
"864" "chr11" 8500001 8600000 7328 0.187878787878788 0.179540709812109
"874" "chr11" 8600001 8700000 4441 0.198830409356725 0.199616122840691
"915" "chr11" 9000001 9100000 9698 0.0982318271119843 0.107692307692308
"935" "chr11" 9200001 9300000 4649 0.0196428571428571 0.0185810810810811
"973" "chr11" 9600001 9700000 5808 0.0731343283582089 0.0696969696969697
"986" "chr11" 9700001 9800000 9458 0.0869565217391304 0.0907441016333938
"995" "chr11" 9800001 9900000 11317 0.0416047548291233 0.0434131736526946
"1005" "chr11" 9900001 10000000 7004 0.0485232067510549 0.052060737527115
"1015" "chr11" 10000001 10100000 5911 0.0399274047186933 0.0346666666666667
"1025" "chr11" 10100001 10200000 5772 0.0363447559709242 0.0393873085339169
"1036" "chr11" 10200001 10300000 9307 0.0430232558139535 0.0389461626575029
"1054" "chr11" 10400001 10500000 4803 0.0727272727272727 0.0749063670411985
"1064" "chr11" 10500001 10600000 9012 0.046029919447641 0.0545670225385528
"1093" "chr11" 10800001 10900000 7375 0.0340356564019449 0.0302114803625378
"1144" "chr11" 11300001 11400000 4519 0.0927272727272727 0.115384615384615
"1201" "chr11" 11900001 12000000 6585 0.475836431226766 0.52059925093633
"518" "chr12" 400001 500000 8904 0.146198830409357 0.160583941605839
"615" "chr12" 500001 600000 9065 0.270462633451957 0.25
"810" "chr12" 700001 800000 4057 0.15606936416185 0.172804532577904
"916" "chr12" 800001 900000 11227 0.0419354838709677 0.048411497730711
"145" "chr12" 1300001 1400000 6728 0.0303030303030303 0.0321151716500554
"175" "chr12" 1600001 1700000 5087 0.0576368876080692 0.0552486187845304
"184" "chr12" 1700001 1800000 6567 0.144212523719165 0.147058823529412
"284" "chr12" 2700001 2800000 5299 0.0494037478705281 0.0545144804088586
"314" "chr12" 3000001 3100000 8143 0.0380348652931854 0.034375
"325" "chr12" 3100001 3200000 7847 0.0963597430406852 0.0980810234541578
"356" "chr12" 3400001 3500000 4287 0.0776942355889724 0.0671641791044776
"364" "chr12" 3500001 3600000 7261 0.0364963503649635 0.0421792618629174
"377" "chr12" 3600001 3700000 4983 0.207792207792208 0.221518987341772
"415" "chr12" 4000001 4100000 6402 0.0449612403100775 0.0453834115805947
"423" "chr12" 4100001 4200000 4720 0.0683544303797468 0.0753512132822478
"433" "chr12" 4200001 4300000 10876 0.0584677419354839 0.0586011342155009
"444" "chr12" 4300001 4400000 12298 0.0778145695364238 0.0799373040752351
"455" "chr12" 4400001 4500000 5849 0.04 0.041958041958042
"505" "chr12" 4900001 5000000 6570 0.0441458733205374 0.0448598130841121
"519" "chr12" 5000001 5100000 12917 0.261904761904762 0.251968503937008
"534" "chr12" 5200001 5300000 4272 0.0396946564885496 0.0361290322580645
"545" "chr12" 5300001 5400000 8634 0.069811320754717 0.0674157303370786
"556" "chr12" 5400001 5500000 7525 0.12457337883959 0.12
"563" "chr12" 5500001 5600000 8488 0.102449888641425 0.0905263157894737
"573" "chr12" 5600001 5700000 6497 0.037914691943128 0.0305810397553517
"584" "chr12" 5700001 5800000 5987 0.0813397129186603 0.0866141732283465
"597" "chr12" 5800001 5900000 14662 0.0672727272727273 0.0662020905923345
"605" "chr12" 5900001 6000000 11935 0.03125 0.0368421052631579
"616" "chr12" 6000001 6100000 5359 0.105363984674329 0.102941176470588
"627" "chr12" 6100001 6200000 14575 0.0592783505154639 0.0533642691415313
"635" "chr12" 6200001 6300000 8696 0.196808510638298 0.19047619047619
"647" "chr12" 6300001 6400000 4810 0.164179104477612 0.156424581005587
"658" "chr12" 6400001 6500000 7029 0.0578778135048231 0.0615640599001664
"667" "chr12" 6500001 6600000 11717 0.0464190981432361 0.0498652291105121
"688" "chr12" 6700001 6800000 6594 0.0349013657056146 0.0360902255639098
"696" "chr12" 6800001 6900000 4750 0.0296896086369771 0.0318559556786704
"717" "chr12" 7000001 7100000 10380 0.0583016476552598 0.0611183355006502
"725" "chr12" 7100001 7200000 5729 0.0513698630136986 0.0547008547008547
"736" "chr12" 7200001 7300000 6218 0.0556552962298025 0.0499075785582255
"747" "chr12" 7300001 7400000 6141 0.146666666666667 0.129129129129129
"774" "chr12" 7600001 7700000 8156 0.0478632478632479 0.043630017452007
"781" "chr12" 7700001 7800000 5249 0.0447761194029851 0.0533333333333333
"824" "chr12" 8100001 8200000 5514 0.0825 0.0744920993227991
"845" "chr12" 8300001 8400000 4879 0.142857142857143 0.13855421686747
"875" "chr12" 8600001 8700000 4622 0.0543478260869565 0.0514018691588785
"886" "chr12" 8700001 8800000 9276 0.049136786188579 0.0515463917525773
"905" "chr12" 8900001 9000000 4763 0.05 0.0636042402826855
"917" "chr12" 9000001 9100000 8481 0.0280830280830281 0.0274135876042908
"936" "chr12" 9200001 9300000 14964 0.0984555984555985 0.101476014760148
"943" "chr12" 9300001 9400000 5508 0.108597285067873 0.125307125307125
"953" "chr12" 9400001 9500000 4706 0.194915254237288 0.188571428571429
"964" "chr12" 9500001 9600000 14611 0.03125 0.0283400809716599
"987" "chr12" 9700001 9800000 3321 0.324 0.272413793103448
"815" "chr13" 700001 800000 5278 0.166666666666667 0.167958656330749
"918" "chr13" 800001 900000 12586 0.128378378378378 0.125279642058166
"1010" "chr13" 900001 1000000 8060 0.115294117647059 0.10738255033557
"1110" "chr13" 1000001 1100000 7718 0.0928030303030303 0.0910852713178295
"136" "chr13" 1200001 1300000 6962 0.0440366972477064 0.0450997398091934
"146" "chr13" 1300001 1400000 6497 0.0460947503201024 0.0463414634146341
"155" "chr13" 1400001 1500000 8178 0.0743380855397149 0.0772316950852558
"165" "chr13" 1500001 1600000 6304 0.0425321463897132 0.037037037037037
"176" "chr13" 1600001 1700000 7571 0.0359712230215827 0.0336048879837067
"185" "chr13" 1700001 1800000 4567 0.0287141073657928 0.0392156862745098
"195" "chr13" 1800001 1900000 5997 0.0252454417952314 0.0262123197903014
"256" "chr13" 2400001 2500000 9897 0.0480887792848335 0.0490654205607477
"264" "chr13" 2500001 2600000 7579 0.135922330097087 0.136020151133501
"294" "chr13" 2800001 2900000 11092 0.0215163934426229 0.0212765957446809
"315" "chr13" 3000001 3100000 4427 0.0821917808219178 0.0904183535762483
"326" "chr13" 3100001 3200000 11636 0.0411392405063291 0.0387359836901121
"336" "chr13" 3200001 3300000 8788 0.0837070254110613 0.0909090909090909
"357" "chr13" 3400001 3500000 6441 0.0466830466830467 0.0459183673469388
"365" "chr13" 3500001 3600000 7180 0.0728597449908925 0.0679933665008292
"378" "chr13" 3600001 3700000 10947 0.0625814863102999 0.058968058968059
"387" "chr13" 3700001 3800000 5413 0.0911360799001248 0.103321033210332
"405" "chr13" 3900001 4000000 16586 0.0503067484662577 0.0486111111111111
"416" "chr13" 4000001 4100000 8518 0.043656207366985 0.0459921156373193
"424" "chr13" 4100001 4200000 9509 0.0305250305250305 0.0300480769230769
"434" "chr13" 4200001 4300000 5603 0.0241610738255034 0.0245478036175711
"445" "chr13" 4300001 4400000 9073 0.0375521557719054 0.0284237726098191
"546" "chr13" 5300001 5400000 6144 0.0596153846153846 0.0494505494505494
"557" "chr13" 5400001 5500000 9886 0.0439844760672704 0.0389105058365759
"564" "chr13" 5500001 5600000 8942 0.0168878166465621 0.0136138613861386
"574" "chr13" 5600001 5700000 7487 0.0570934256055363 0.0636042402826855
"617" "chr13" 6000001 6100000 5433 0.107355864811133 0.107485604606526
"628" "chr13" 6100001 6200000 4325 0.0608519269776876 0.0588235294117647
"636" "chr13" 6200001 6300000 10005 0.0328227571115974 0.0336134453781513
"648" "chr13" 6300001 6400000 6376 0.0629750271444083 0.063169164882227
"704" "chr13" 6900001 7000000 5537 0.0446998722860792 0.0471584038694075
"718" "chr13" 7000001 7100000 11646 0.0427350427350427 0.0426195426195426
"726" "chr13" 7100001 7200000 8579 0.0724191063174114 0.073342736248237
"737" "chr13" 7200001 7300000 7889 0.108108108108108 0.116438356164384
"794" "chr13" 7800001 7900000 5338 0.0995475113122172 0.0881720430107527
"846" "chr13" 8300001 8400000 3679 0.105726872246696 0.108459869848156
"906" "chr13" 8900001 9000000 6344 0.0625978090766823 0.0671641791044776
"919" "chr13" 9000001 9100000 6031 0.0364050056882821 0.0382882882882883
"923" "chr13" 9100001 9200000 5909 0.0641330166270784 0.0682382133995037
"996" "chr13" 9800001 9900000 7785 0.0890909090909091 0.0813308687615527
"1006" "chr13" 9900001 10000000 9243 0.144522144522145 0.128540305010893
"1016" "chr13" 10000001 10100000 8237 0.0417362270450751 0.0424448217317487
"1026" "chr13" 10100001 10200000 8589 0.0863013698630137 0.0828877005347593
"1037" "chr13" 10200001 10300000 4677 0.0854572713643179 0.0897250361794501
"1105" "chr13" 10900001 11000000 4335 0.0671641791044776 0.0635593220338983
"1145" "chr13" 11300001 11400000 5563 0.217213114754098 0.178861788617886
"166" "chr14" 1500001 1600000 7679 0.101123595505618 0.0964285714285714
"177" "chr14" 1600001 1700000 10502 0.132930513595166 0.129213483146067
"186" "chr14" 1700001 1800000 5050 0.0767543859649123 0.0717213114754098
"196" "chr14" 1800001 1900000 9760 0.0376766091051805 0.0424886191198786
"205" "chr14" 1900001 2000000 7951 0.0448343079922027 0.0448473282442748
"212" "chr14" 2000001 2100000 8139 0.0386416861826698 0.0405561993047509
"223" "chr14" 2100001 2200000 7684 0.0512562814070352 0.0493096646942801
"242" "chr14" 2300001 2400000 9267 0.0405014464802314 0.0382862351868733
"275" "chr14" 2600001 2700000 7598 0.0532544378698225 0.0577299412915851
"337" "chr14" 3200001 3300000 6221 0.0277044854881266 0.0278884462151394
"366" "chr14" 3500001 3600000 6308 0.107365792759051 0.0989761092150171
"417" "chr14" 4000001 4100000 3924 0.0427046263345196 0.0424311926605505
"425" "chr14" 4100001 4200000 3753 0.0263157894736842 0.0238095238095238
"464" "chr14" 4500001 4600000 8269 0.155660377358491 0.182795698924731
"525" "chr14" 5100001 5200000 8280 0.125628140703518 0.128205128205128
"535" "chr14" 5200001 5300000 5061 0.147826086956522 0.19047619047619
"565" "chr14" 5500001 5600000 10056 0.0238970588235294 0.0231729055258467
"585" "chr14" 5700001 5800000 7647 0.0334394904458599 0.0270676691729323
"598" "chr14" 5800001 5900000 5422 0.0823863636363636 0.0691489361702128
"606" "chr14" 5900001 6000000 5678 0.0352422907488987 0.0338983050847458
"689" "chr14" 6700001 6800000 13034 0.0498442367601246 0.0471976401179941
"748" "chr14" 7300001 7400000 8717 0.0584958217270195 0.0655737704918033
"782" "chr14" 7700001 7800000 4899 0.0328467153284672 0.0402097902097902
"805" "chr14" 7900001 8000000 9638 0.120845921450151 0.113207547169811
"816" "chr14" 8000001 8100000 9571 0.0423387096774194 0.0458167330677291
"825" "chr14" 8100001 8200000 4360 0.0428571428571429 0.0395604395604396
"893" "chr14" 8800001 8900000 4712 0.0933333333333333 0.0780885780885781
"907" "chr14" 8900001 9000000 6716 0.0853146853146853 0.0827586206896552
"924" "chr14" 9100001 9200000 5082 0.024896265560166 0.0266106442577031
"937" "chr14" 9200001 9300000 9518 0.0323846908734053 0.033033033033033
"944" "chr14" 9300001 9400000 8702 0.0320623916811092 0.0358056265984655
"954" "chr14" 9400001 9500000 6129 0.0218120805369128 0.024914089347079
"988" "chr14" 9700001 9800000 7349 0.0620915032679739 0.0614692653673164
"997" "chr14" 9800001 9900000 7416 0.0425311203319502 0.0422535211267606
"1007" "chr14" 9900001 10000000 4630 0.0488636363636364 0.0511033681765389
"1027" "chr14" 10100001 10200000 6674 0.131840796019901 0.136950904392765
"1" "chr15" 1 100000 8430 0.786206896551724 0.85981308411215
"2" "chr15" 100001 200000 8419 0.116666666666667 0.114130434782609
"719" "chr15" 600001 700000 6281 0.0728155339805825 0.0672131147540984
"920" "chr15" 800001 900000 12171 0.0805555555555556 0.0790190735694823
"1017" "chr15" 900001 1000000 5154 0.0596026490066225 0.047741935483871
"147" "chr15" 1300001 1400000 5094 0.0719640179910045 0.0570652173913043
"187" "chr15" 1700001 1800000 6896 0.101214574898785 0.107569721115538
"197" "chr15" 1800001 1900000 4137 0.18936877076412 0.15807560137457
"213" "chr15" 2000001 2100000 13682 0.0509868421052632 0.0516962843295638
"224" "chr15" 2100001 2200000 4423 0.102310231023102 0.108843537414966
"276" "chr15" 2600001 2700000 13298 0.101576182136602 0.0923076923076923
"303" "chr15" 2900001 3000000 4395 0.080895008605852 0.0912052117263844
"327" "chr15" 3100001 3200000 8707 0.0543478260869565 0.0519083969465649
"338" "chr15" 3200001 3300000 7348 0.0323488045007032 0.0347322720694645
"346" "chr15" 3300001 3400000 5673 0.0576323987538941 0.0542857142857143
"367" "chr15" 3500001 3600000 6416 0.0175438596491228 0.0179640718562874
"379" "chr15" 3600001 3700000 5556 0.0456375838926174 0.0339622641509434
"406" "chr15" 3900001 4000000 11972 0.0485629335976214 0.0469348659003831
"426" "chr15" 4100001 4200000 10497 0.0753828032979976 0.0778781038374718
"456" "chr15" 4400001 4500000 8966 0.0324825986078886 0.0212765957446809
"481" "chr15" 4700001 4800000 6031 0.0949367088607595 0.102836879432624
"526" "chr15" 5100001 5200000 8039 0.06 0.0581162324649299
"547" "chr15" 5300001 5400000 8313 0.100154083204931 0.0593471810089021
"558" "chr15" 5400001 5500000 8703 0.105675146771037 0.0965909090909091
"566" "chr15" 5500001 5600000 9051 0.0650406504065041 0.0584795321637427
"575" "chr15" 5600001 5700000 4687 0.0868055555555556 0.0610169491525424
"629" "chr15" 6100001 6200000 8170 0.0714285714285714 0.0879120879120879
"637" "chr15" 6200001 6300000 4791 0.0614849187935035 0.0778443113772455
"668" "chr15" 6500001 6600000 11889 0.244325767690254 0.226694915254237
"678" "chr15" 6600001 6700000 9625 0.0401891252955083 0.0386100386100386
"727" "chr15" 7100001 7200000 6028 0.0651974288337925 0.0903010033444816
"775" "chr15" 7600001 7700000 11951 0.104046242774566 0.0899053627760252
"783" "chr15" 7700001 7800000 8232 0.0488997555012225 0.031413612565445
"795" "chr15" 7800001 7900000 6335 0.0649214659685864 0.0578231292517007
"887" "chr15" 8700001 8800000 14858 0.0770877944325482 0.0785340314136126
"894" "chr15" 8800001 8900000 5226 0.0578231292517007 0.0880281690140845
"149" "chr15" 14800001 14900000 6708 0.0823970037453184 0.066147859922179
"169" "chr15" 16800001 16900000 16076 0.0458190148911798 0.0410810810810811
"170" "chr15" 16900001 17000000 6934 0.0529482551143201 0.0544378698224852
"1711" "chr15" 17000001 17100000 11280 0.045135406218656 0.0440313111545988
"1721" "chr15" 17100001 17200000 6794 0.078909612625538 0.0742424242424242
"1731" "chr15" 17200001 17300000 14458 0.0815789473684211 0.0766233766233766
"1741" "chr15" 17300001 17400000 7785 0.0449704142011834 0.0480549199084668
"1761" "chr15" 17500001 17600000 6425 0.136645962732919 0.120481927710843
"618" "chr16" 500001 600000 4458 0.4 0.521739130434783
"328" "chr16" 3100001 3200000 8104 0.0871369294605809 0.0802603036876356
"339" "chr16" 3200001 3300000 10687 0.0684292379471229 0.0704441041347626
"388" "chr16" 3700001 3800000 10108 0.0955882352941176 0.0848623853211009
"394" "chr16" 3800001 3900000 7846 0.0323232323232323 0.0422018348623853
"407" "chr16" 3900001 4000000 7749 0.0431818181818182 0.0506912442396313
"418" "chr16" 4000001 4100000 6109 0.0415335463258786 0.037202380952381
"427" "chr16" 4100001 4200000 6520 0.143243243243243 0.143958868894602
"482" "chr16" 4700001 4800000 6376 0.0528925619834711 0.0542372881355932
"492" "chr16" 4800001 4900000 11665 0.0910518053375196 0.0972644376899696
"506" "chr16" 4900001 5000000 7473 0.105263157894737 0.102564102564103
"5110" "chr16" 5000001 5100000 10840 0.0393013100436681 0.0442857142857143
"527" "chr16" 5100001 5200000 12152 0.0905292479108635 0.0862533692722372
"536" "chr16" 5200001 5300000 7111 0.0438709677419355 0.0404040404040404
"548" "chr16" 5300001 5400000 9353 0.0361635220125786 0.0395569620253165
"559" "chr16" 5400001 5500000 4698 0.065625 0.0714285714285714
"567" "chr16" 5500001 5600000 9126 0.015 0.0154373927958834
"586" "chr16" 5700001 5800000 6496 0.0770491803278689 0.078125
"599" "chr16" 5800001 5900000 5482 0.0373514431239389 0.0446096654275093
"619" "chr16" 6000001 6100000 14218 0.075 0.0753138075313807
"649" "chr16" 6300001 6400000 9514 0.092948717948718 0.0956521739130435
"659" "chr16" 6400001 6500000 5473 0.205882352941176 0.192307692307692
"669" "chr16" 6500001 6600000 5960 0.161172161172161 0.151006711409396
"679" "chr16" 6600001 6700000 6838 0.0482269503546099 0.0453938584779706
"6810" "chr16" 6700001 6800000 13827 0.0684326710816777 0.080091533180778
"728" "chr16" 7100001 7200000 5862 0.0616621983914209 0.0616797900262467
